2899;0.5
3398;0.67
3898;0.74
4398;0.89
4898;0.94
5398;1.12
5898;1.14
6398;1.18
6897;1.28
7397;1.33
7897;1.36
8397;1.32
8897;1.29
9397;1.26
9897;1.19
10396;1.18
10896;1.07
11396;0.97
11896;0.87
12396;0.81
12896;0.61
13396;0.44
13895;0.29
14395;0.13
14895;0.12
15395;0.12
15895;0.11
16395;0.1
16895;0.1
17395;0.1
