21352;19.37
25033;24.5
28714;25.95
32396;26.42
36077;24.61
39759;21.25
43440;16.25
47122;10.43
50803;4.49
54485;0.34
58166;0.33
61847;0.32
65529;0.34
69210;0.32
72892;0.33
76573;0.37
80255;0.35
83936;0.32
87618;0.33
91299;0.34
94980;0.33
98662;0.34
102343;0.34
106025;0.36
109706;0.35
113388;0.35
117069;0.33
120751;0.33
124432;0.33
128114;0.33
